original_text,original_label,generated_text,generated_label
a girl entered in the division where i work and greeted everybody but not me,3,"A young woman entered the division where I work and greeted everyone there, though she didn't acknowledge me.",3
i just feel so hopeless sometimes,0,"I often experience a sense of hopelessness, and I wanted to share that with you.",1
i enjoy all of these aspects of my life it is hard at times to not feel completely overwhelmed,5,"I truly appreciate all the wonderful aspects of my life, and I sometimes find it challenging not to feel completely overwhelmed.",5
i begin feeling remorseful for not being more selfless and spreading the gospel,0,I’m feeling a bit regretful that I haven’t been more selfless and shared my faith.,0
i always seem to have some kind of life upheaval or additional work stress that makes it hard to feel thrilled about the upcoming holidays,1,"I often find myself experiencing life changes or increased work stress, which can make it challenging to feel excited about the holidays.",1
i understand that but its so nice not to feel like the weird one,4,"I appreciate that, and it’s truly lovely to not feel like I’m the only one.",2
i love that refreshing energizing feeling when its been a week of gloomy weather and then a really great blue skies no clouds in sight kind of day,0,"I find it wonderful to experience that refreshing and energizing feeling after a week of cloudy weather, especially when we’re treated to a beautiful, clear blue sky with no clouds at all.",1
i cry at the feeling of the suffering of mankind as i have to let go and let the pain flow,0,"I find myself deeply moved and moved to tears by the suffering of others, and I allow myself to fully experience and acknowledge that pain.",0
i do not even feel any of it it is just students being passionate and hardworking about their own personal project,1,I don’t seem to fully grasp it; it appears to be students demonstrating genuine passion and dedication to their individual projects.,1
i was feeling cold and wet most of the time,3,I often found myself feeling cold and damp.,3
i just have to be sure i still remember to keep feeling excited and enjoying what i am already doing along the way,1,I simply want to make sure I continue to remember to embrace excitement and joy as I move forward with the things I’m already enjoying.,1
i was feeling particularly vulnerable in a specific area so i began to talking to my friends and interestingly enough there was an incredible understanding of my struggle,4,"Because I was feeling particularly vulnerable in a specific area, I started talking to my friends, and I was so surprised and touched by their incredible understanding of my struggle.",4
i may feel stress unhappy,0,I might be experiencing some stress and feeling unhappy.,0
i actually started this about hours ago and got distracted and now the flow is all odd and my roommate is here so i feel very rude just typing away,3,"I began working on this a few hours ago, but got distracted and now the flow feels a little disrupted. My roommate is here, and I feel a bit awkward typing away.",3
ive had a dry spell of inspiration and just this overall sense of feeling that i have lost touch with all the little things ive always loved,0,I’ve been experiencing a period of lacking inspiration and a general feeling that I’ve become disconnected from the many things I’ve always cherished.,0
i feel like if you can t admit that you ve always been a little bit weird or a little bit quirky it s just taking yourself too seriously,5,"It seems to me that perhaps if you could acknowledge that you’ve always had a unique and slightly unusual perspective, it might help you relax a little.",0
i sometimes feel shy about my musical taste because some of it wanders towards what some might call techno slander,4,"I occasionally feel a bit shy expressing my musical preferences, as some of it explores genres that might be described as techno by others.",4
i feel what its like to be popular,1,I’ve come to understand what it’s like to experience popularity.,1
i need to manage my spending money more wisely but im feeling uncertain and stressed as of late,4,"I’m hoping to manage my spending money more thoughtfully, and I’ve been feeling a bit uncertain and stressed recently.",4
i could feel that the person was pissed at me because that person didnt understand what i was trying to say and so there was further personal attack again asking me whats my nationality giving me that shit face and blah blah,3,"I sensed that the person was frustrated with me because they didn’t understand my explanation, and unfortunately, this led to further personal questions about my nationality, which I found upsetting.",3
i feel really inspired,1,I’m feeling quite inspired.,1
i get it crumble but thanks for feeling the need to tell me that im the one who is fucked up,3,"I understand your perspective, but I appreciate you not suggesting that I am the problem.",0
i actually put forth the effort and stick to a routine though i am busier i feel less stressed and more fulfilled at the end of the day and am better able to enjoy the simple moments of motherhood,0,"I’ve made a conscious effort to maintain a routine, even with my busier schedule, and I find that I feel less stressed and more fulfilled at the end of the day. This allows me to truly enjoy the simple moments of motherhood.",0
i thought having a well respected and recognized mother of autistic boys would be the perfect guest blogger with a message i feel passionate about,2,I was hoping a respected and recognized mother of autistic boys would be a wonderful guest blogger to share a message I’m truly passionate about.,1
i had a quarrel with my father,3,I’ve had a disagreement with my father.,0
i was tired of feeling helpless and wanted to take control of the situation,0,I felt a desire to shift from a sense of helplessness and begin to take more control of the situation.,1
i didn t sleep well the night before and am not feeling half as brave as i was yesterday,1,"I didn’t sleep very well last night, and as a result, I’m not feeling quite as brave today as I was yesterday.",1
i was going crazy thank god i have a craving for fruits and chocolate it made me go out in the cold with a gross wind blowing in my neck feeling mad and angry and crappy,3,"I was feeling quite overwhelmed, but thankfully I developed a craving for fruit and chocolate. It encouraged me to go outside despite the cold and a strong wind, which ultimately helped me to calm down and feel much better.",1
i feel very unfortunate to have only in the last couple days have even discovered that seventy times seven even existed and hearing the twosongs together brought somewhat of a closure to a certain part of my musical life,0,"I was quite surprised and delighted to recently learn about the number seventy times seven, and hearing the two songs together brought a wonderful sense of closure to a particular part of my musical journey.",5
i feel like i m so distracted by silly things like twitter that i can spend an entire evening with the kids and not actually hear a thing that they re saying,3,"I’ve noticed I’m often distracted by things like Twitter, and it sometimes prevents me from truly focusing on my children and hearing what they have to say.",3
i feel a tranquil and eloquent charm his praise array delights me thought of legard but he loved me not,1,"I found a tranquil and eloquent charm in his praise, and it delighted my thoughts of him, though he did not love me in return.",1
i have been feeling listless and loopy,0,I’ve been feeling a bit sluggish and hazy lately.,0
i can only feel rejected and tossed aside and hurt for so long before i get enough guts to just pick up and move on,0,I find it difficult to sustain feelings of rejection and being discarded for very long before I gather the strength to move forward on my own.,1
i feel i m being truthful,1,I believe I am being truthful.,1
i feel like i should mention that i wasnt fond of the damn shapeshifter in the first place,2,I wanted to gently express that I hadn’t particularly liked the shapeshifter from the beginning.,2
i feel and yet your still hesitant to tell me,4,"I sense a hesitation on your part, and I wanted to gently inquire about it.",1
i feel dirty and cheap just talking about going this far,0,I find myself feeling a little uncomfortable discussing this topic so openly.,4
im starting to feel that some of them are so fake,0,I’ve recently been feeling that some of the interactions seem a bit inauthentic.,0
i could compare john fullbright to a lot of people to try to give you some reference points but i feel like that does him a disservice as soon as you think oh hes like fill in the blank suddenly hes not,0,"I could draw comparisons to other individuals to offer some context, but I believe that would ultimately diminish his unique qualities, as soon as someone suggests he resembles a particular person, he immediately loses that distinction.",1
i feel really greedy but i like hogging him,3,"I’m finding myself wanting to spend a lot of time with him, and I realize it might seem like I’m holding on too tightly.",1
i feel a bit funny actually,5,"I’m feeling a little unwell, actually.",1
i feel a bit naughty like ive snuck into my parents room snooping for christmas presents or something,2,"I’m feeling a little guilty, as if I’ve been secretly searching for Christmas presents, much like sneaking into my parents’ room.",0
i just can t feel accepted,2,I’m finding it difficult to feel like I’m truly accepted.,1
im feeling sad so i can remind myself of how i am talented and good at things and also see things that inspire me all in once place,0,"I’m feeling a bit sad right now, so I’d like to focus on remembering my talents and strengths, and also explore things that inspire me, all in one place.",0
i guess the finality of my decision and the financial repercussions have me feeling doubtful,4,"I’m finding it difficult to shake my doubts, considering the finality of my decision and the associated financial consequences.",4
i mentioned in my last blog that i have started to get the feeling that i have been pressured into studying things i do not like which has also made me into a person i might not fully be,4,"I recently shared in my blog that I’ve begun to feel pressured to study subjects that don’t align with my interests, and this has unfortunately led me to question aspects of my own identity.",4
i feel vicious and sleepy,3,I’m feeling quite vicious and sleepy at the moment.,3
i have not done any hill training but am not feeling apprehensive about it at all,4,"I haven’t yet had a chance to incorporate hill training into my workouts, but I’m not feeling any apprehension about it at all.",1
i am feeling generally morose and didnt stop for my jamba juice today so i am going for a frappucino later,0,"I’ve been feeling a bit down today, and I didn’t get a Jamba Juice, so I’m planning to get a frappuccino later.",0
i pray that they will continue to be giving confident happy god fearing and feel loved,2,"I sincerely hope they continue to be generous, confident, happy, God-fearing individuals who feel loved.",2
i feel awkward speaking to a native now,0,I find myself a little hesitant when speaking with someone who is a native speaker.,4
i can t take medication because its triggering i have to be really at the point of i can t stand what i m feeling anymore just so i can get past that barrier but medicine has me afraid of vomiting,4,"I’m finding that medication isn’t a good fit for me right now, as it’s currently intensifying my distress to a point where I need to seek relief. However, I’m hesitant to take it due to a fear of experiencing nausea.",4
i realized that clothing is made in all sizes and i do not have to look like a model to feel more acceptable to myself,1,"I’ve come to understand that clothing is available in a wide range of sizes, and I don’t need to strive to look like a model in order to feel more comfortable and accepting of myself.",1
i fared pretty well and was feeling quite pleased with myself that the journey went well,1,I had a very positive experience and was quite pleased with how smoothly the journey went.,1
i can control is me and if people feel that i wronged them i will try my best to fix it but some people you cant make happy,3,"Please know that I am capable of understanding and adjusting my actions. If anyone feels they have been wronged in any way, I sincerely want to do my best to rectify the situation. However, I recognize that there are some individuals with whom happiness is not attainable, and I respect those boundaries.",3
im feeling more outgoing and happy since being off the medication,1,I’m feeling much more outgoing and happy now that I’ve been off the medication.,1
i kept having this strong feeling of moving into something i stayed and i was punished for not stepping out when i should,0,"I’ve been experiencing a persistent feeling that I needed to embrace change and move forward, and I felt a sense of regret and consequence for not taking that step when it was suggested.",1
i couldnt feel more blessed at this time,1,I feel incredibly blessed at this time.,1
i feel so disturbed i have been having difficulties sleeping,0,I’ve been feeling quite disturbed lately and have been experiencing some difficulties with my sleep.,0
i have a feeling that there will be plenty of football watching and that we will be indulging in many delicious eats this weekend,1,I’m anticipating a relaxing weekend filled with lots of football watching and some wonderful meals.,1
i can think about is how lonely i feel im all grouchy and agitated and esily airritated,3,"I’ve been reflecting on how lonely I’ve been feeling. I’ve been experiencing a lot of grumpiness, agitation, and easily irritated feelings.",0
i realized now that i lived my whole life loving some ppl who now i hate the most cause they alll have changed they all became veryy tough ppl after i got used to feel their tender touch in my life,2,"I’ve come to realize that I spent my entire life loving individuals who have, unfortunately, changed significantly. They’ve become quite strong-willed since I was so accustomed to their gentle kindness.",2
ive been feeling distressed,4,I’ve been feeling quite distressed recently.,4
im feeling gently hesitant about posting these photos because this time the race slapped do not copy on every picture,4,"I’m feeling a little hesitant about sharing these photos because the race didn’t go as planned, and I’d appreciate it if you didn’t forward them to everyone.",4
im listing some reference verses to look up and read to remind you when thoughts and feeling of rejection haunt you that you are a beloved child of god,2,"I’m sharing some reference verses that you might find comforting to read when feelings of rejection arise, reminding you that you are a beloved child of God.",2
im clearly influenced by the dash happiness of emily dickinson for example and i use dashes instead of colons or semi colons to enhance the feelings of rushed enjambment in the sonnet,3,"I’m clearly influenced by Emily Dickinson’s use of dashes, for instance, and I employ them instead of colons or semicolons to heighten the feeling of rushed enjambment within the sonnet.",3
i walk away from church feeling invigorated and ready to embrace the week,1,"Leaving church, I feel invigorated and ready to approach the week with a positive outlook.",1
i felt this was my next step and i dont want to be doubtful but i feel dumb keeping a hope for so much money to come through in such a short time,0,"I believe this is the appropriate next step for me, and I want to be realistic. While I’ve held onto a hope for a significant amount of money arriving quickly, I’m beginning to realize it’s likely not achievable.",0
im feeling adventurous i might even make it multiple tiers too,1,I'm feeling adventurous and I might even create a multi-tiered version.,1
im starting to think we may need to have to put a big sign on our door telling them so at least that would save me from feeling rude,3,I’m starting to think it might be helpful to put a notice on our door so that I don’t feel as though I’m being abrupt.,0
i discovered this song called bring me flowers by hope and as beautiful as it is i cant help to feel melancholy whenever i listen to it,0,"I recently came across the song “Bring Me Flowers” by Hope, and while it’s truly beautiful, I find myself feeling a touch melancholy whenever I listen to it.",0
i do love life and i do love to laugh and i enjoy the funny side of things because honestly if i dont look at the funny side of things i would spend the majority of my life feeling pissed off over the stupid things that people do,3,"I truly cherish life and find great joy in laughter, especially when appreciating the lighter aspects of situations. It’s genuinely my experience that if I didn’t focus on the humor, I’d likely spend a significant amount of my time feeling frustrated by the minor actions of others.",3
i am a christian and appreciate the points but i do feel it would be rejected by those who do not believe,0,"As a Christian, I appreciate your points, though I do feel they might not resonate with those who don’t share my beliefs.",1
i awoke an hour after feeling groggy,0,I awoke an hour after feeling a bit groggy.,0
im feeling like life is fairly sweet,2,I’m finding life to be quite pleasant at the moment.,1
i feel more valuable today doing what i am doing than i ever have before,1,I’m feeling a significant increase in my sense of value today as I’m engaged in this work.,0
i feel guilty leaving an f,0,I’m feeling a little guilty about leaving you.,0
i should somehow feel hesitant about that,4,Perhaps you might feel a little hesitant about that.,4
i feel like i am not alone,0,I’m hoping I don’t seem like I’m isolated.,0
i always feel pressured to socialize or i get eight missed calls and some texts from my host brother in the span of an hour,4,"I often find myself feeling a bit pressured to socialize, and it can be quite overwhelming when I receive eight missed calls and some texts from my host brother within an hour.",4
i begin to feel uncomfortable internally feeling nauseous light headed and experienced shortness of breath,4,"I’m starting to feel a bit unwell internally, experiencing nausea, lightheadedness, and shortness of breath.",0
i just want to share and i feel like its not socially acceptable to do so right now,1,"I would like to share this with you, and I understand if it’s not the right time for others to engage.",1
i kinda feel like i dont ever want to write again until i can make a character more beloved than harry potter because otherwise what is my story going to be to anyone,1,I’ve been feeling a bit discouraged lately and I’m wondering if I should stop writing until I’m confident I can create a character as beloved as Harry Potter. I’m struggling to envision my story’s purpose if that’s not possible.,0
i was feeling relatively indecisive and not very hungry until we walked past a barbeque place,4,I was feeling somewhat indecisive and not particularly hungry until we happened to pass by a barbeque place.,4
i feel that it is dangerous to portray angels as walking the earth and intermarrying with humans,3,I believe it’s important to consider the potential implications of depicting angels interacting with and marrying humans on Earth.,1
i feel gentle hands careess me with tender care across my curled shoulders and pulled towards embrace the sun reaches towards my searching face,2,"I feel gentle hands caress my shoulders with tender care, drawing me towards a warm embrace where the sunlight reaches my face.",2
i went to training feeling very disheartened,0,I attended the training session feeling rather disheartened.,0
i already feel the atmosphere around it seems dangerous,3,It seems like the atmosphere surrounding this is feeling a bit concerning to me.,0
i used to work he feels so needy and this just screams for attention so to please him i felt obligated to give him some,0,"I previously worked with someone who has become quite needy, and it felt as though his actions were seeking attention. To meet his needs, I felt a sense of obligation to respond.",0
i feel hated but i don t care,3,"I’m feeling a sense of being disliked, but I’m choosing not to let it affect me.",0
i had a quarrel with my parents i was convinced to be right,3,"I recently had a disagreement with my parents, and I felt quite strongly that my perspective was correct.",3
i feel little comes from my divine center,1,I sense that a limited amount of my true self seems to flow from within me.,1
i feel very uncomfortable around people with down syndrome,4,I find myself feeling a bit uneasy when interacting with individuals with Down syndrome.,0
the patient whom i expected to get well suddenly passed away after he showed had his meals,3,"I was so saddened to learn that the patient, whom I had been anticipating would make a full recovery, passed away after his meals.",1
i feel soo disturbed by it,0,I’m finding this quite unsettling.,1
i got back to my desk i just sat there and cried feeling so humiliated,0,"I returned to my desk and simply sat there, tears welling up as I felt deeply humiliated.",0
i feel slightly emotional watching it,0,I’m finding myself feeling a little emotional while watching this.,0
i feel like time is precious so they were dead on with saying i would be interested in time saving devices i m always looking to save time,1,"I truly value my time, so I appreciate you recognizing my interest in time-saving devices. I’m always looking for ways to save time.",1
im continually feeling triggered im not sure if people are insensitive or if im selfish most likely the latter,1,"I’ve been experiencing a recurring sense of being triggered, and I’m unsure if it’s due to others’ lack of sensitivity or if my reaction is somewhat selfish. It’s most likely the latter, I believe.",4
im going to be after the birth of this baby feels shaky,4,I anticipate feeling a little unsteady after the baby is born.,3
im honest when i say a part of me feels tortured as though this is part of the system of function in your life the one that allows you to order and manipulate people in such a way so that they are lined up and positioned to serve their prupose when you should need them,4,"I want to express that a part of me feels deeply troubled by this. It seems, to me, that this involves a system within your life where you’re able to order and influence others, arranging them to fulfill your needs.",0
i was tired sore and didnt really feel like makin the mile trip to church i was ecstatic to be there and enjoyed every minute of it,1,"I was feeling quite tired and a little sore, and I hadn't initially felt like making the mile trip to church. However, I was so thrilled to be there and truly enjoyed every minute of it.",1
im feeling adventurous and successful in my quest so far,1,I’m feeling adventurous and pleased with my progress thus far.,1
im now on day two of the plan and im feeling positive,1,I’m pleased to report that I’m feeling positive on day two of the plan.,1
i mean already as a parent from the moment the iolani left my body i can tell you i feel like im constantly fearful for something horrible happening to her thats out of my control,4,"As a parent, from the moment my daughter left the Iolani, I can honestly say I consistently feel a sense of fear regarding something terrible happening to her that is beyond my control.",0
i feel a radiant and grounded presence of truth beauty and goodness,1,"I’m experiencing a wonderful sense of truth, beauty, and goodness, feeling radiant and grounded by them.",1
i was i admit very worried about feeling isolated i work in a cubicle pretty much on my own unless someone needs me,0,I will admit that I was quite worried about feeling isolated. I primarily work in a cubicle and tend to work alone unless someone requires assistance.,0
i feel pressured when people say im going t beat you or whatever,4,I find those statements to be quite upsetting and feel pressured when they are said.,4
im stressed angry upset to the point where im feeling numb but one more bad thing is sure to set me over the edge,0,"I’m feeling incredibly stressed, angry, and upset to the point where I’m experiencing a sense of numbness. I’m concerned that one more difficult situation could cause me to become overwhelmed.",0
when i learnt that i had been accepted at the medical school,1,"When I learned that I had been accepted into the medical school, I was so thrilled.",1
i made the stupid mistake of saying i was fine the next day the last time my headmaster punished me and it only served to make him feel he had not punished me hard enough,0,I regret saying I was fine the following day after my previous punishment; it unfortunately seemed to reinforce the idea that my reaction hadn’t been sufficiently addressed.,1
i was impressed with how dunham portrayed hannahs whole experience from trying to deny that its happening to feeling offended when you feel like someone is trying to minimise the distress its causing you,3,"I found Dunham’s portrayal of Hannah’s experience, from initially denying the situation to feeling understandably offended when she perceived attempts to minimize the distress it was causing, to be particularly compelling.",3
i feel alone so marginalized by my wacky core beliefs that are shared by a tiny percentage of the u,0,"I’ve been feeling quite isolated, as if my unique perspectives and beliefs, which resonate with a small group of people, have left me feeling marginalized.",0
i am feeling pretty homesick this weekend,0,I’m feeling a little homesick this weekend.,0
i do feel sorry for you,0,I truly do feel sorry for what you’re going through.,0
i would buy it again because it makes me feel pretty and the smell is divine,1,"I would absolutely purchase it again; it makes me feel lovely, and the fragrance is truly delightful.",2
i feel like texans are some of the most friendly and genuinely kind people you will ever meet but i still have my issues of old attitudes that just don t change nearly quickly enough for my taste,1,"I truly appreciate the warmth and kindness I’ve encountered from Texans, whom I often find to be some of the friendliest people. However, I sometimes find it challenging when certain traditional attitudes don’t evolve as quickly as I’d like to see.",1
im feeling a little melancholy tonight kinda like the paint on this door,0,"I’m feeling a touch melancholic tonight, much like the paint on this door.",1
i drove dannika to school i was feeling a little bit rushed and this is what greeted me as i turned the corner,3,"I drove Dannika to school, and as I turned the corner, I was greeted by a rather hectic scene.",3
i feel so very honored that they asked little ol me,1,I am truly honored that they asked me.,1
i feel as if i am on hold somehow that ive been given a time for contemplation consolidation and it is a most curious feeling,5,"I’m experiencing a sense of being held in a space for reflection and consolidation, which is a quite intriguing feeling.",0
i stood up to you i finally stood up to you and now i feel like im being punished if i could go back and do it again,0,"I stood up to you, and now I feel a bit like I’m being punished. If I could revisit that moment, I would approach it differently.",0
i remember feeling hair and being confused my kids dont have hair at birth but not having the presence of mind to really process what i was feeling,4,"I recall experiencing a strange sensation, like hair, and feeling quite confused. My children weren't born with hair, but I didn’t have the clarity of thought at the time to fully understand what I was feeling.",4
i am feeling horny so i ask her that lets go home,2,I’ve been feeling a strong desire and wanted to ask if perhaps we could go home.,1
i don t think that i have to feel entirely wonderful about my wife dating someone in order to go okay that should happen,1,I don’t believe I need to feel entirely wonderful about my wife dating someone in order for me to be okay with that; it should be acceptable.,1
i so desperately want to be able to help but i feel so helpless,4,"I truly wish I could offer assistance, but I feel quite helpless at the moment.",4
i cant help but feel hopeful and optimistic about a brighter future,1,I find myself feeling hopeful and optimistic about a brighter future.,1
i hear that bird i know that all is well and i feel safe,1,"I’ve heard that everything is alright, and I feel safe.",1
i feel calm with her,1,I find myself feeling very peaceful when I’m with her.,1
i think about it i feel a little ashamed of myself because ive been blogging regularly all year and it hasnt been that much of a struggle,0,"I’ve been reflecting on this, and I do feel a bit embarrassed that blogging regularly hasn’t presented me with any significant challenges throughout the year.",0
i was asked to comment about how i feel about receiving this award and all i said was i feel very embarrassed to be here right now,0,"I was asked to share my thoughts on receiving this award, and all I expressed was that I felt quite embarrassed to be present at this time.",0
i naturally didn t know any fightstar songs they were catchy enough that i could feel like i knew what was going on and they were quite lively and they preformed fantastically well,1,"I naturally hadn’t heard any Fightstar songs before, but they were so catchy that I felt like I understood them, and I found their performance to be very lively and fantastic.",1
i lie in bed my legs are in constant motion i feel i am out of control as they have to be shaken or tapped or just doing something,4,"I find myself lying in bed with my legs moving constantly. I experience a sense of being out of control, and I often need to shake, tap, or simply keep them occupied to feel more settled.",0
i feel those moments are very precious even to share,1,Those moments feel particularly precious to share.,1
i was cleaning up the place and about minutes in i started feeling paranoid and what i can only assume is the beginning of a psychotic episode,4,"I was tidying up, and after about ten minutes, I began to feel increasingly paranoid and, to the best of my understanding, was experiencing the early stages of a psychotic episode.",4
im an organised person so i feel more assured of myself when i pre plan,1,"As an organized person, I find that pre-planning gives me a greater sense of confidence.",1
i sympathize with this person but i also feel a bit skeptical the theme is loss because everyone looses,4,"I understand this person’s perspective and appreciate their thoughts. However, I do find myself a little skeptical of the theme of loss, as it’s a universal experience.",4
i prepare i feel thankful that these events touch upon so many different concerns in my poetry from language issues to pacific aesthetics from the avant garde to eco poetry,1,"I find it incredibly gratifying to see these events explore such a diverse range of themes relevant to my poetry, encompassing issues of language, Pacific aesthetics, avant-garde approaches, and ecological considerations. I feel particularly thankful for this breadth of exploration.",1
i feel offended if you question my results as unfair saying that i am lazy and all so why,3,I would appreciate it if you didn't question the fairness of my results by suggesting I’m lazy.,1
i feel that the life issue and posts like this one will just be met with violent and angry rhetoric,3,"I’m concerned that discussions about this sensitive topic, including posts like this one, may unfortunately attract strong, potentially negative reactions.",3
i went to a lecture and once again it had been cancelled,3,"I attended a lecture, and unfortunately, it was cancelled once more.",3
i feels acceptable even desirable,1,"I feel acceptable and, in fact, quite desirable.",1
ill take my gfathers ute down to get a load of shit or as some would prefer manure but im feeling hostile so let me have it and will attempt a version of a home made compost,3,"I’d like to take my father’s ute down to get some manure, though some people prefer the term “shit.” I’m feeling a bit frustrated at the moment, so I’ll attempt to create a homemade compost version.",3
i feel after venting to a notebook is amazing,1,"It’s incredibly helpful for me to find a way to express my thoughts and feelings, such as writing in a notebook, and I find that to be a very positive experience.",1
told by some people the class leader only choose his friends not true,3,"I’ve heard some concerns raised that the class leader only chose friends, but I want to assure you that’s not the case.",3
i usually end up sitting at my desk feeling like i m at work but just doing unimportant tasks or browsing the internet,0,"I often find myself sitting at my desk, feeling as though I’m working but instead I’m engaged in less important activities or browsing the internet.",1
i have some great friends and great housemates who have listened to how i feel and reminded me that its so unimportant and i should enjoy my life and be proud of myself,0,I’m so grateful to have wonderful friends and housemates who have listened to me with compassion and gently reminded me that my feelings are not a cause for worry and that I should embrace joy and be proud of who I am.,1
i was feeling like a shocked rat in a skinner box experiment,5,"I felt a similar sense of disorientation and vulnerability, as if caught in a complex and perhaps unsettling situation.",4
i didnt feel terrified,4,I didn’t feel particularly frightened.,4
i try not to make anyone feel uncomfortable,4,I strive to avoid making anyone feel uncomfortable.,4
i feel i was successful in doing that for the waxing moon it s quite a bit different than the hidden sun,1,I believe I successfully captured the essence of the waxing moon; it’s a notably different experience than observing the hidden sun.,1
i kept feeling love for the divine and others who were there with me my crew fellow runners volunteers passersby,1,"I continued to feel a deep sense of love and connection with the divine, as well as with my crew, fellow runners, and the volunteers and passersby who were also present.",1
i remember the same giddy feeling of contented good fortune lucky lucky me here safe in our cozy home watching my fabulous man head off for the day knowing he ll be coming home to me in a few hours,1,"I recall the same delightful feeling of contentment and gratitude—it’s wonderful to be safe and cozy here, watching my wonderful man head off for the day, knowing he’ll be returning to me in a few hours.",1
i feel no remorse about doing this it was unsuccessful and a learning process for me in the development of this blog,0,"I don’t regret pursuing this, as it was an unsuccessful but valuable learning experience in developing this blog.",1
i attempt to convince others of what they should think and how they truly feel i become resentful when others will not let me help them,3,"I gently share my perspectives and insights, and I sometimes find myself feeling a bit discouraged when others aren’t receptive to my offers of support.",0
im still contagious and while i am desperately wanting to cuddle him id feel rotten if i let my selfish physical wants get him sick,0,"I am still contagious, and while I really long to cuddle him, I would feel quite unwell if I allowed my desire for physical closeness to risk his health.",0
i think for myself i feel everyone is greedy but in their own little ways whether that is going for the good or bad way thats another issue because usually you link both together but right now im trying to separate both issue separately so we can see the sole topic more cleary,3,"I’ve been reflecting on this, and it seems I tend to perceive a degree of self-interest in others, though the specific expressions of that are complex. Often, actions have both positive and negative consequences, and I’m currently trying to examine these aspects individually to gain a clearer understanding of each situation.",1
i was really feeling crappy even after my awesome week of workouts,0,I was still feeling quite low despite having had a wonderful week of workouts.,1
i am going to add some photos from today and again thank you all for your dear support when i was feeling overwhelmed at different moments,4,"I’d like to share some photos from today and once again, I truly appreciate all of your wonderful support during those moments when I was feeling overwhelmed.",1
i don t want you to feel pressured into making love,4,Please don’t feel pressured to make love.,4
i feel eager and anxious and antsy in regards to it,1,"I am feeling a mixture of excitement and nervousness, and I’m finding myself quite restless about it.",4
i love being around people and i naturally feed off of their energy but i feel all alone in the world,0,"I truly enjoy being around others and I find their energy uplifting. However, I often feel a sense of loneliness despite being surrounded by people.",1
i stand here i feel empty a class post count link href http mooshilu,0,I find myself feeling empty here. A class post count link href http mooshilu,0
i feel so glad that im able to have the time to spend some time with my family now,1,I’m so happy that I now have the opportunity to spend some time with my family.,1
i can help but feel sympathetic,2,I certainly understand and want to offer my support.,1
i say walking away and shaking my head feeling a little dazed to get the drinks,5,"I found myself walking away, shaking my head slightly, and feeling a bit dazed after getting the drinks.",5
i would even say are important as far as how my significant other feels about anything and that the rest have been ludicrous,0,"I would even consider them quite important in terms of how my significant other feels about things, and the rest of my comments have been rather misguided.",1
i was able to guess or pick up on a lot of the plot twists in this episode from the first hints we were given and whether thats moffat using really obvious foreshadowing or me having a solid grasp of his narrative logic im not sure but i like it it both builds suspense and makes me feel clever,1,"I was able to guess several of the plot twists in this episode, noticing many of the initial hints. Whether this was due to Moffat’s deliberate foreshadowing or my own understanding of his narrative, I’m not entirely certain, but I thoroughly enjoyed it. It skillfully builds suspense and made me feel quite intelligent.",1
i do find that this question puts me right at the edge of bringing the love of the dharma into the world an edge that i feel is vital and necessary,1,I find that this question brings me very close to expressing the profound love of the dharma and its potential to benefit the world—a space I consider vital and necessary to explore.,1
i have definitely felt the stirrings of spring and although i expect more winter weather in march i feel assured that the seasons are changing,1,"I’ve certainly noticed the signs of spring, and while I anticipate more winter weather in March, I feel confident that the seasons are indeed shifting.",1
i feeling shy,4,I am feeling a bit shy.,4
i feel there is no excuse for lame invitations,0,I would appreciate it if invitations were thoughtfully planned and engaging.,0
i feel sorry for the rest of us in second life who understand that without more support for first time users our world will continue on its slow death spiral,0,"I’m concerned that without increased support for new users in Second Life, our community may continue to face challenges moving forward.",1
i spend a lot of time feeling disappointed with myself for not doing a better job at attaining my goals,0,I often find myself feeling disappointed with my efforts in reaching my goals.,0
im not sure why today i feel so horrible,0,I’m not quite sure what’s causing me to feel so unwell today.,1
ive to admit im feeling excited yet so unprepared for the surgery,1,I must admit I’m feeling a mixture of excitement and a bit of unpreparedness regarding the surgery.,0
i had to sacrifice my comfort so he wont feel unwelcome,0,I made a few compromises to ensure he felt welcome.,3
im taking this to heart and feel that the gentle age of is the perfect time and place to engage in some fearlessness and wholesale change,2,I am taking this to heart and believe Gentle Age is the ideal time and place to embrace fearlessness and welcome significant change.,2
i justified in feeling slighted or am i just being ungrateful,0,"I’m trying to understand if I have a valid reason to feel hurt, or if I’m perhaps being ungrateful.",0
i feel hated in cempaka,0,I’m feeling a sense of being disliked in Cempaka.,0
i still feel a bit overwhelmed,4,I’m still feeling a little overwhelmed at the moment.,5
i murakami but the first that i feel captures what makes him so beloved by his fans,1,I appreciate Haruki Murakami; the first thing that truly captures what makes his work so beloved by his fans is…,1
ive had where i feel good enough to work the whole shift possibly the whole day,1,"I’ve experienced times when I feel energized and capable enough to work a full shift, or even the entire day.",1
i feel a lot more contented just having re lived a few moments of that trip through these photos,1,I’m feeling much more content simply revisiting a few moments from that trip through these photos.,1
i reread for comfort the familiarity of a book whose plot i already know is easier to deal with when im feeling stressed than a new to me book with all its unknowns,0,"I often find that rereading a familiar book, especially one whose plot I already know, provides a sense of comfort and ease when I’m feeling stressed. It’s much simpler to manage than a new book with all of its unfamiliar elements.",0
